invoice_no,quantity,price,invoice_date,shopping_mall
I292398,1,11.73,22/10/2021,Metropol AVM
I172914,3,900.24,3/6/2022,Zorlu Center
I135821,4,2400.68,21/10/2021,Cevahir AVM
I668430,3,15.69,6/2/2023,Metrocity
I901255,4,162.64,30/09/2022,Metrocity
I757294,5,1500.4,18/10/2022,Mall of Istanbul
I207057,3,3150,4/7/2021,Kanyon
I474012,2,600.16,24/08/2021,Istinye Park
I927068,4,20.92,2/3/2022,Forum Istanbul
I157680,2,600.16,12/2/2021,Metropol AVM
I420944,1,40.66,13/11/2022,Metropol AVM
I858804,1,600.17,10/12/2021,Forum Istanbul
I237022,3,45.45,8/10/2021,Metropol AVM
I166847,5,203.3,19/11/2022,Mall of Istanbul
I105780,3,1800.51,24/01/2022,Metrocity
I167594,2,71.68,27/05/2022,Viaport Outlet
I338458,5,1500.4,16/07/2022,Kanyon
I289213,2,10.46,25/12/2021,Metrocity
I266614,1,5.23,30/09/2021,Mall of Istanbul
I239826,2,600.16,16/01/2023,Kanyon
I128366,5,3000.85,28/08/2021,Mall of Istanbul
I434455,3,121.98,11/9/2022,Emaar Square Mall
I206921,3,1800.51,16/07/2022,Emaar Square Mall
I228676,2,600.16,27/06/2022,Mall of Istanbul
I270207,1,5.23,4/1/2022,Mall of Istanbul
I113986,4,2400.68,2/1/2021,Mall of Istanbul
I181758,3,45.45,20/08/2021,Mall of Istanbul
I219662,5,1500.4,26/08/2021,Forum Istanbul
I256122,5,1500.4,28/03/2021,Mall of Istanbul
I671223,2,71.68,30/12/2021,Kanyon
I183211,1,600.17,17/01/2023,Metropol AVM
I186599,3,35.19,24/05/2021,Zorlu Center
I319450,2,81.32,1/3/2022,Emaar Square Mall
I152883,4,4200,11/1/2022,Metrocity
I230235,1,35.84,8/8/2022,Metrocity
I331216,3,900.24,6/1/2023,Metrocity
I998518,3,900.24,10/7/2021,Metropol AVM
I129835,3,107.52,13/07/2022,Istinye Park
I162034,2,81.32,4/4/2021,Mall of Istanbul
I186421,1,5.23,24/11/2021,Mall of Istanbul
I125690,5,58.65,22/07/2022,Kanyon
I971434,4,1200.32,15/08/2022,Istinye Park
I195237,5,75.75,21/12/2022,Kanyon
I299290,4,20.92,28/03/2022,Kanyon
I262393,1,300.08,4/1/2022,Metropol AVM
I325814,1,15.15,3/3/2022,Istinye Park
I319642,5,203.3,14/09/2021,Istinye Park
I470874,4,60.6,21/04/2021,Metrocity
I172917,1,1050,13/02/2022,Mall of Istanbul
I103948,4,1200.32,6/7/2022,Mall of Istanbul
I328073,4,1200.32,25/03/2021,Kanyon
I208672,5,3000.85,4/3/2021,Viaport Outlet
I282441,1,5.23,12/12/2021,Mall of Istanbul
I131785,1,5.23,4/7/2021,Kanyon
I106869,3,900.24,9/7/2022,Mall of Istanbul
I226551,2,2100,30/10/2021,Kanyon
I203555,5,26.15,8/3/2022,Istinye Park
I280128,4,162.64,23/10/2021,Mall of Istanbul
I813440,3,900.24,22/10/2021,Metropol AVM
I521482,5,1500.4,23/02/2023,Mall of Istanbul
I611634,2,1200.34,17/09/2021,Kanyon
I643694,1,35.84,8/3/2022,Istinye Park
I509711,1,5.23,4/10/2022,Mall of Istanbul
I695998,5,1500.4,9/5/2022,Emaar Square Mall
I333644,2,81.32,29/08/2022,Metropol AVM
I837837,2,81.32,27/01/2023,Mall of Istanbul
I122022,4,4200,12/5/2021,Metrocity
I179790,4,1200.32,24/07/2021,Metropol AVM
I758804,2,10.46,4/4/2021,Mall of Istanbul
I308116,5,203.3,10/6/2022,Zorlu Center
I905818,1,600.17,20/07/2022,Mall of Istanbul
I408618,3,900.24,25/01/2022,Metrocity
I660215,5,1500.4,2/5/2021,Metrocity
I254565,3,121.98,23/10/2021,Mall of Istanbul
I139223,4,1200.32,12/12/2021,Cevahir AVM
I412807,3,15.69,9/2/2021,Emaar Square Mall
I515432,3,1800.51,8/4/2021,Mall of Istanbul
I123119,1,40.66,16/04/2022,Metropol AVM
I112615,1,300.08,3/12/2022,Metrocity
I193084,2,81.32,10/4/2021,Istinye Park
I105471,1,5.23,29/10/2022,Mall of Istanbul
I250070,1,600.17,16/02/2022,Forum Istanbul
I306072,2,600.16,23/07/2022,Metrocity
I178680,4,162.64,13/11/2021,Kanyon
I250966,5,179.2,24/02/2021,Mall of Istanbul
I127059,4,143.36,19/07/2022,Mall of Istanbul
I808792,5,1500.4,29/12/2021,Metropol AVM
I288074,2,600.16,21/04/2022,Cevahir AVM
I678868,4,60.6,26/02/2022,Zorlu Center
I391852,2,600.16,25/01/2023,Mall of Istanbul
I276346,4,1200.32,6/2/2023,Mall of Istanbul
I325616,5,1500.4,12/8/2021,Emaar Square Mall
I111848,2,81.32,4/2/2022,Istinye Park
I121118,1,300.08,24/08/2022,Kanyon
I105742,5,3000.85,6/4/2021,Metropol AVM
I155044,5,179.2,9/10/2021,Mall of Istanbul
I338268,2,10.46,14/01/2023,Mall of Istanbul
I189802,3,900.24,28/06/2021,Mall of Istanbul
I304275,5,203.3,10/1/2022,Mall of Istanbul
I662819,4,46.92,16/07/2022,Metrocity
I303299,5,75.75,22/08/2022,Mall of Istanbul
I306575,5,1500.4,4/3/2022,Metrocity
I294237,2,81.32,1/10/2021,Mall of Istanbul
I306303,1,300.08,22/03/2022,Kanyon
I282508,3,107.52,26/07/2022,Mall of Istanbul
I266011,5,26.15,10/4/2022,Metropol AVM
I374626,2,81.32,11/12/2022,Mall of Istanbul
I297865,3,900.24,14/09/2021,Metrocity
I320862,2,600.16,18/12/2021,Metropol AVM
I368928,3,900.24,26/10/2021,Kanyon
I107992,2,10.46,23/03/2022,Metrocity
I182011,1,600.17,29/06/2022,Istinye Park
I620401,4,162.64,3/11/2021,Forum Istanbul
I238680,5,203.3,7/5/2021,Mall of Istanbul
I217279,4,162.64,10/10/2022,Kanyon
I339580,5,3000.85,16/06/2022,Zorlu Center
I119743,4,1200.32,14/12/2021,Metropol AVM
I324990,5,203.3,3/10/2021,Metropol AVM
I329873,5,75.75,27/03/2022,Mall of Istanbul
I273251,5,1500.4,5/1/2023,Istinye Park
I794140,3,900.24,7/1/2021,Forum Istanbul
I257639,4,46.92,1/2/2021,Metrocity
I108074,1,300.08,4/4/2022,Forum Istanbul
I367328,5,3000.85,24/06/2021,Zorlu Center
I289334,4,60.6,4/2/2023,Kanyon
I814829,5,203.3,20/07/2022,Mall of Istanbul
I887553,2,1200.34,6/5/2021,Metrocity
I694049,5,179.2,14/12/2022,Emaar Square Mall
I290368,5,26.15,27/11/2021,Mall of Istanbul
I278939,5,203.3,26/11/2022,Kanyon
I206785,5,5250,30/04/2022,Kanyon
I155296,4,162.64,22/05/2021,Metrocity
I239244,4,60.6,18/09/2022,Mall of Istanbul
I321209,2,23.46,24/02/2022,Viaport Outlet
I206493,3,121.98,20/11/2021,Istinye Park
I320097,1,5.23,4/10/2021,Metropol AVM
I170732,3,900.24,16/05/2022,Forum Istanbul
I879423,3,1800.51,23/01/2022,Metrocity
I777113,5,1500.4,1/8/2022,Mall of Istanbul
I301104,4,46.92,22/03/2021,Metropol AVM
I326034,4,2400.68,7/4/2022,Metropol AVM
I192033,1,11.73,3/6/2022,Zorlu Center
I128184,1,40.66,30/06/2022,Metrocity
I195738,1,40.66,29/07/2022,Metropol AVM
I504775,2,600.16,22/11/2022,Istinye Park
I161905,2,30.3,6/4/2022,Istinye Park
I491642,1,300.08,8/5/2021,Istinye Park
I285920,5,203.3,16/05/2022,Istinye Park
I181234,5,203.3,30/12/2021,Metropol AVM
I147872,2,81.32,7/3/2021,Mall of Istanbul
I188027,5,75.75,2/2/2022,Mall of Istanbul
I956924,4,1200.32,1/2/2022,Mall of Istanbul
I295641,2,600.16,24/06/2021,Mall of Istanbul
I174602,2,10.46,19/02/2021,Mall of Istanbul
I238099,1,5.23,11/5/2021,Kanyon
I210867,3,15.69,24/02/2021,Metrocity
I197527,1,15.15,4/7/2022,Kanyon
I161423,1,11.73,3/6/2021,Mall of Istanbul
I240410,1,40.66,27/01/2021,Kanyon
I330217,5,179.2,7/11/2021,Mall of Istanbul
I334862,2,600.16,25/07/2022,Emaar Square Mall
I317996,5,1500.4,25/04/2022,Metrocity
I118740,1,300.08,1/11/2021,Istinye Park
I255265,3,121.98,30/11/2021,Metrocity
I113975,2,10.46,21/03/2021,Kanyon
I223426,4,46.92,18/07/2022,Mall of Istanbul
I146763,4,1200.32,30/07/2021,Istinye Park
I128154,4,1200.32,6/3/2023,Cevahir AVM
I569060,4,60.6,11/9/2021,Kanyon
I317615,2,600.16,30/01/2021,Metrocity
I293907,3,900.24,18/02/2023,Istinye Park
I178799,2,10.46,31/12/2021,Mall of Istanbul
I233285,2,30.3,5/2/2022,Metrocity
I881248,3,900.24,29/01/2022,Kanyon
I879454,5,1500.4,19/02/2022,Cevahir AVM
I182917,3,1800.51,21/03/2022,Forum Istanbul
I280611,1,1050,23/12/2021,Metropol AVM
I331356,2,600.16,17/09/2021,Istinye Park
I200698,3,107.52,7/4/2021,Istinye Park
I269736,2,30.3,2/7/2021,Mall of Istanbul
I322943,1,300.08,27/02/2021,Kanyon
I787929,2,81.32,9/12/2021,Istinye Park
I387651,4,1200.32,30/07/2022,Mall of Istanbul
I324227,4,1200.32,15/05/2021,Metropol AVM
I177025,2,2100,26/02/2023,Metropol AVM
I854300,2,600.16,5/5/2022,Metrocity
I183824,3,121.98,24/01/2022,Zorlu Center
I914116,5,75.75,15/10/2022,Kanyon
I286204,2,71.68,14/05/2022,Cevahir AVM
I492542,5,1500.4,17/05/2022,Istinye Park
I323327,1,5.23,24/09/2021,Kanyon
I218351,3,107.52,27/05/2022,Metrocity
I275502,5,3000.85,28/10/2022,Mall of Istanbul
I296934,3,900.24,19/02/2021,Forum Istanbul
I931229,2,1200.34,17/11/2022,Metrocity
I450414,5,58.65,22/10/2021,Cevahir AVM
I250719,4,143.36,27/06/2021,Kanyon
I149529,5,1500.4,4/3/2023,Kanyon
I447598,4,2400.68,3/1/2022,Metrocity
I437255,1,1050,23/10/2022,Istinye Park
I868506,1,11.73,29/01/2023,Metropol AVM
I194702,5,179.2,17/04/2022,Forum Istanbul
I774657,2,600.16,29/01/2022,Mall of Istanbul
I159001,4,2400.68,17/05/2021,Metrocity
I223560,1,40.66,6/4/2022,Zorlu Center
I531874,1,40.66,29/09/2022,Cevahir AVM
I303644,2,23.46,20/08/2021,Kanyon
I212967,3,107.52,4/2/2023,Cevahir AVM
I736436,5,26.15,18/03/2022,Metropol AVM
I239131,1,5.23,4/7/2021,Mall of Istanbul
I886612,4,1200.32,19/01/2022,Mall of Istanbul
I746153,1,40.66,10/10/2021,Kanyon
I206444,1,300.08,20/03/2022,Mall of Istanbul
I310404,3,121.98,26/01/2023,Forum Istanbul
I265644,3,1800.51,21/12/2022,Kanyon
I329949,3,900.24,22/11/2021,Kanyon
I168135,5,26.15,14/12/2021,Mall of Istanbul
I197159,4,1200.32,10/10/2021,Metrocity
I395208,4,162.64,10/6/2022,Viaport Outlet
I141189,1,300.08,23/09/2021,Cevahir AVM
I126575,4,143.36,11/1/2023,Kanyon
I132339,4,20.92,26/04/2021,Viaport Outlet
I369462,2,71.68,30/09/2022,Mall of Istanbul
I281589,4,20.92,16/03/2021,Mall of Istanbul
I184164,3,121.98,8/1/2022,Metrocity
I245805,3,107.52,3/11/2022,Cevahir AVM
I131730,3,107.52,1/2/2023,Kanyon
I115304,1,300.08,3/3/2023,Mall of Istanbul
I209389,1,300.08,10/12/2022,Metrocity
I277634,2,10.46,2/2/2021,Metrocity
I317409,2,23.46,14/03/2022,Viaport Outlet
I238741,2,1200.34,22/03/2021,Mall of Istanbul
I185652,5,203.3,31/10/2021,Mall of Istanbul
I256811,2,71.68,8/1/2021,Metropol AVM
I106323,4,162.64,2/9/2022,Zorlu Center
I264071,5,203.3,3/12/2022,Metrocity
I205825,4,60.6,18/02/2023,Metropol AVM
I311638,1,300.08,18/08/2022,Kanyon
I336705,2,600.16,19/05/2021,Mall of Istanbul
I199632,4,1200.32,31/01/2022,Emaar Square Mall
I727913,1,300.08,3/5/2022,Kanyon
I310289,1,300.08,6/3/2022,Istinye Park
I227800,1,5.23,25/02/2022,Kanyon
I912903,4,1200.32,14/09/2021,Metrocity
I293193,2,600.16,17/12/2021,Forum Istanbul
I250689,1,5.23,5/9/2021,Metropol AVM
I676944,5,1500.4,12/8/2021,Istinye Park
I317854,4,1200.32,2/10/2022,Kanyon
I542640,5,203.3,8/2/2022,Metrocity
I165449,2,2100,18/12/2021,Metropol AVM
I324127,1,35.84,25/09/2021,Metrocity
I241344,2,81.32,16/10/2022,Emaar Square Mall
I853808,2,1200.34,5/6/2022,Metropol AVM
I716082,4,2400.68,11/4/2022,Emaar Square Mall
I258489,1,600.17,23/12/2022,Mall of Istanbul
I303136,4,1200.32,30/12/2022,Forum Istanbul
I266001,3,15.69,2/8/2022,Kanyon
I738581,2,600.16,9/2/2023,Metrocity
I332319,3,900.24,5/9/2022,Metrocity
I173988,3,107.52,11/8/2021,Istinye Park
I196640,4,60.6,15/06/2021,Forum Istanbul
I137687,1,15.15,29/03/2022,Mall of Istanbul
I151405,1,35.84,1/8/2021,Metrocity
I160261,5,203.3,15/10/2022,Mall of Istanbul
I307285,5,26.15,23/03/2022,Metropol AVM
I300047,2,23.46,3/5/2021,Zorlu Center
I930302,3,121.98,9/6/2022,Metrocity
I249642,1,300.08,20/12/2021,Metrocity
I147675,4,20.92,18/02/2023,Metrocity
I173951,4,162.64,2/4/2021,Metrocity
I221873,2,10.46,18/08/2022,Metrocity
I236573,2,1200.34,1/7/2021,Istinye Park
I518146,1,300.08,20/01/2021,Mall of Istanbul
I244940,4,1200.32,14/03/2022,Kanyon
I171420,5,1500.4,6/5/2022,Forum Istanbul
I324287,1,11.73,8/8/2021,Viaport Outlet
I278234,3,107.52,21/06/2021,Metropol AVM
I225146,5,75.75,19/09/2021,Metrocity
I820065,2,10.46,8/7/2022,Mall of Istanbul
I321020,5,1500.4,27/01/2023,Metrocity
I539721,4,1200.32,23/06/2022,Istinye Park
I220226,3,121.98,5/6/2022,Metrocity
I284946,2,10.46,10/1/2023,Metropol AVM
I101661,4,1200.32,6/8/2022,Emaar Square Mall
I116042,1,40.66,17/04/2021,Mall of Istanbul
I202116,5,203.3,26/02/2022,Metropol AVM
I310364,5,1500.4,2/4/2022,Istinye Park
I305530,5,26.15,29/07/2022,Kanyon
I206625,5,3000.85,16/05/2022,Istinye Park
I180973,1,300.08,12/4/2022,Cevahir AVM
I183957,1,5.23,2/12/2022,Forum Istanbul
I171013,1,300.08,9/9/2022,Kanyon
I119569,5,1500.4,30/10/2021,Emaar Square Mall
I276335,1,5.23,8/3/2022,Metrocity
I690061,5,26.15,17/05/2022,Metrocity
I117239,4,1200.32,17/07/2022,Istinye Park
I206835,1,300.08,6/5/2021,Istinye Park
I183474,2,600.16,12/1/2021,Metropol AVM
I277815,2,81.32,10/1/2021,Metropol AVM
I274222,1,300.08,5/6/2022,Cevahir AVM
I285849,3,121.98,19/04/2021,Kanyon
I768276,5,203.3,2/8/2021,Kanyon
I322787,2,30.3,5/1/2023,Mall of Istanbul
I306351,3,900.24,8/12/2021,Kanyon
I312920,1,40.66,23/09/2022,Kanyon
I200208,2,71.68,10/12/2021,Mall of Istanbul
I420185,5,5250,6/2/2021,Metrocity
I851280,4,1200.32,20/07/2021,Emaar Square Mall
I209903,4,20.92,19/06/2022,Forum Istanbul
I157288,3,900.24,10/8/2021,Mall of Istanbul
I292670,3,121.98,11/7/2022,Mall of Istanbul
I336442,4,1200.32,5/3/2021,Metrocity
I516167,5,26.15,2/6/2021,Viaport Outlet
I151519,1,35.84,10/10/2022,Mall of Istanbul
I139416,5,203.3,4/2/2022,Zorlu Center
I179850,5,1500.4,6/5/2022,Mall of Istanbul
I273162,4,46.92,3/1/2022,Kanyon
I280704,5,179.2,6/9/2021,Mall of Istanbul
I870419,5,5250,5/11/2022,Kanyon
I141890,1,5.23,11/11/2021,Zorlu Center
I272893,2,1200.34,29/08/2021,Zorlu Center
I299797,1,600.17,3/9/2021,Forum Istanbul
I703670,1,300.08,25/07/2022,Metrocity
I452700,2,600.16,8/3/2022,Mall of Istanbul
I249271,1,300.08,10/6/2022,Emaar Square Mall
I187198,2,600.16,27/02/2021,Kanyon
I185598,2,600.16,28/01/2021,Kanyon
I118362,4,162.64,1/5/2022,Mall of Istanbul
I211429,5,1500.4,11/6/2021,Kanyon
I225101,4,60.6,28/05/2021,Metrocity
I545556,3,121.98,20/01/2023,Metropol AVM
I745080,4,1200.32,3/11/2022,Viaport Outlet
I305884,2,10.46,12/3/2021,Metrocity
I318296,3,900.24,9/5/2021,Istinye Park
I703361,5,179.2,2/1/2021,Istinye Park
I276406,3,900.24,28/12/2022,Istinye Park
I318546,3,3150,6/11/2022,Mall of Istanbul
I862334,2,71.68,21/02/2023,Mall of Istanbul
I147873,3,900.24,5/9/2022,Metrocity
I317649,1,35.84,6/7/2021,Kanyon
I122308,5,203.3,20/03/2021,Forum Istanbul
I166763,2,600.16,27/02/2023,Metrocity
I208132,3,900.24,22/01/2021,Cevahir AVM
I241994,4,1200.32,5/3/2022,Metropol AVM
I277775,1,300.08,7/1/2023,Forum Istanbul
I242517,1,40.66,5/12/2022,Metropol AVM
I806660,5,1500.4,28/01/2021,Mall of Istanbul
I290199,5,1500.4,11/11/2021,Istinye Park
I113558,1,35.84,17/04/2021,Kanyon
I253845,3,900.24,30/06/2021,Viaport Outlet
I206506,3,15.69,11/5/2022,Kanyon
I287385,4,60.6,6/3/2021,Viaport Outlet
I225439,4,4200,18/05/2021,Kanyon
I951497,1,5.23,10/7/2022,Cevahir AVM
I308499,4,1200.32,23/01/2023,Mall of Istanbul
I188010,5,1500.4,17/05/2022,Istinye Park
I272510,5,58.65,9/6/2022,Cevahir AVM
I278488,5,179.2,18/11/2021,Metrocity
I566104,2,1200.34,24/05/2021,Viaport Outlet
I152780,3,121.98,15/01/2023,Metrocity
I205476,1,5.23,30/10/2022,Istinye Park
I290288,1,35.84,3/2/2023,Emaar Square Mall
I221868,5,203.3,27/11/2021,Viaport Outlet
I290126,4,1200.32,7/3/2023,Istinye Park
I298587,3,900.24,27/02/2022,Kanyon
I139881,3,900.24,3/2/2023,Metropol AVM
I141247,3,35.19,5/2/2023,Mall of Istanbul
I183866,2,81.32,7/9/2022,Cevahir AVM
I155555,1,5.23,20/11/2021,Kanyon
I310308,2,81.32,4/10/2021,Mall of Istanbul
I237642,2,600.16,7/8/2021,Mall of Istanbul
I101767,4,20.92,22/10/2022,Metropol AVM
I320072,1,600.17,6/9/2022,Kanyon
I281909,2,81.32,22/02/2022,Metropol AVM
I265381,2,10.46,6/1/2023,Zorlu Center
I340178,5,26.15,11/1/2023,Mall of Istanbul
I265300,5,1500.4,6/12/2022,Kanyon
I155286,4,143.36,12/10/2022,Mall of Istanbul
I614794,3,15.69,21/01/2021,Metrocity
I227274,2,600.16,28/11/2021,Metrocity
I274516,4,46.92,28/06/2021,Cevahir AVM
I770672,3,121.98,13/12/2022,Kanyon
I160333,1,35.84,21/12/2022,Forum Istanbul
I761890,5,5250,20/11/2022,Viaport Outlet
I259448,4,4200,12/3/2022,Metropol AVM
I226152,3,1800.51,1/12/2022,Metropol AVM
I579806,5,1500.4,22/06/2021,Forum Istanbul
I551796,5,5250,12/3/2021,Kanyon
I248573,1,300.08,6/7/2021,Zorlu Center
I150785,2,1200.34,19/01/2021,Mall of Istanbul
I214260,5,3000.85,18/08/2021,Kanyon
I761186,2,600.16,24/09/2022,Kanyon
I226624,2,1200.34,22/11/2021,Istinye Park
I226478,5,3000.85,23/01/2022,Metropol AVM
I284128,4,143.36,4/2/2022,Metrocity
I310147,2,81.32,20/09/2021,Mall of Istanbul
I797305,5,203.3,23/01/2021,Metrocity
I210209,1,40.66,18/05/2021,Forum Istanbul
I173777,1,5.23,29/07/2022,Kanyon
I293421,3,900.24,8/6/2021,Metrocity
I645603,5,3000.85,13/07/2021,Kanyon
I844847,3,121.98,30/08/2022,Kanyon
I188109,5,179.2,25/12/2021,Cevahir AVM
I239504,3,121.98,1/1/2021,Istinye Park
I277589,1,300.08,16/08/2022,Metrocity
I135986,5,3000.85,8/6/2021,Metrocity
I305909,4,162.64,13/10/2021,Kanyon
I476408,1,15.15,25/05/2021,Forum Istanbul
I256747,1,300.08,30/04/2022,Kanyon
I220893,1,300.08,1/10/2022,Kanyon
I168467,2,1200.34,14/03/2021,Kanyon
I219118,2,600.16,10/11/2021,Forum Istanbul
I101313,1,11.73,9/2/2021,Kanyon
I555002,1,5.23,6/12/2021,Emaar Square Mall
I325566,5,75.75,27/02/2021,Forum Istanbul
I162193,3,900.24,2/10/2021,Mall of Istanbul
I134054,5,179.2,19/01/2021,Cevahir AVM
I208224,1,300.08,6/5/2022,Metrocity
I326718,3,900.24,5/1/2023,Istinye Park
I242815,4,162.64,24/04/2021,Mall of Istanbul
I585271,2,2100,18/09/2021,Mall of Istanbul
I443651,5,58.65,21/05/2021,Metrocity
I114124,4,162.64,10/3/2022,Kanyon
I479715,2,2100,10/6/2022,Metrocity
I281874,4,162.64,14/01/2021,Metrocity
I245392,2,81.32,10/11/2021,Metrocity
I147333,4,2400.68,3/8/2022,Istinye Park
I278147,4,1200.32,23/12/2022,Metrocity
I297472,1,11.73,4/12/2021,Metropol AVM
I128492,1,11.73,16/06/2021,Kanyon
I158959,5,1500.4,17/03/2021,Kanyon
I274920,3,900.24,4/6/2022,Metrocity
I277698,1,300.08,13/03/2022,Mall of Istanbul
I263400,4,60.6,28/09/2022,Mall of Istanbul
I875820,1,600.17,14/10/2022,Istinye Park
I218928,4,1200.32,2/10/2021,Mall of Istanbul
I171425,1,15.15,22/03/2022,Kanyon
I279542,5,1500.4,25/06/2021,Mall of Istanbul
I106355,5,26.15,10/6/2021,Mall of Istanbul
I201120,2,71.68,29/04/2021,Metrocity
I257140,4,1200.32,7/6/2022,Viaport Outlet
I120996,1,35.84,14/01/2023,Zorlu Center
I219057,4,162.64,7/5/2022,Mall of Istanbul
I277395,1,300.08,14/07/2021,Istinye Park
I679134,3,900.24,30/05/2021,Mall of Istanbul
I159491,3,900.24,19/09/2022,Metrocity
I634351,1,300.08,11/8/2021,Mall of Istanbul
I290639,3,121.98,26/08/2021,Metrocity
I232547,1,5.23,23/07/2022,Metrocity
I128544,1,300.08,29/03/2021,Mall of Istanbul
I557454,5,75.75,2/7/2021,Mall of Istanbul
I607543,5,203.3,4/8/2022,Viaport Outlet
I204987,5,1500.4,5/2/2022,Metrocity
I217771,3,121.98,5/7/2022,Mall of Istanbul
I605529,2,81.32,21/05/2022,Metrocity
I236550,3,15.69,7/3/2022,Kanyon
I184514,1,40.66,30/03/2022,Zorlu Center
I137486,4,1200.32,26/10/2021,Forum Istanbul
I174774,1,15.15,1/6/2021,Zorlu Center
I218414,3,107.52,19/08/2022,Metropol AVM
I589493,5,1500.4,15/09/2022,Zorlu Center
I430362,5,179.2,20/01/2023,Mall of Istanbul
I679737,5,1500.4,5/9/2021,Zorlu Center
I861523,5,75.75,2/2/2023,Emaar Square Mall
I298033,3,900.24,20/03/2021,Kanyon
I261328,2,600.16,20/07/2022,Kanyon
I186098,4,20.92,3/3/2023,Kanyon
I288852,1,35.84,19/12/2021,Viaport Outlet
I776816,3,45.45,11/2/2023,Istinye Park
I125205,2,30.3,27/01/2021,Metropol AVM
I265791,5,1500.4,22/12/2021,Zorlu Center
I597971,1,300.08,9/11/2022,Emaar Square Mall
I311842,5,1500.4,13/07/2022,Mall of Istanbul
I217596,5,1500.4,1/2/2022,Kanyon
I238821,3,35.19,24/11/2022,Kanyon
I147319,3,15.69,5/1/2023,Kanyon
I327256,2,71.68,9/9/2022,Kanyon
I203422,2,600.16,5/11/2021,Mall of Istanbul
I275490,5,1500.4,27/10/2021,Istinye Park
I251580,5,203.3,16/02/2021,Mall of Istanbul
I236423,1,40.66,3/3/2022,Kanyon
I286775,3,900.24,31/08/2022,Metrocity
I159573,2,71.68,30/05/2021,Kanyon
I478902,5,179.2,12/10/2021,Istinye Park
I843835,5,1500.4,28/06/2022,Metrocity
I330938,4,20.92,28/06/2022,Mall of Istanbul
I278075,2,23.46,4/8/2021,Istinye Park
I357679,2,81.32,11/11/2021,Mall of Istanbul
I636322,2,1200.34,25/07/2021,Metropol AVM
I835986,5,1500.4,19/03/2022,Mall of Istanbul
I655944,2,600.16,21/12/2021,Mall of Istanbul
I263436,3,107.52,14/07/2022,Zorlu Center
I114902,1,300.08,11/7/2022,Mall of Istanbul
I227562,5,1500.4,7/5/2021,Emaar Square Mall
I522103,4,1200.32,8/11/2022,Metropol AVM
I943869,1,5.23,18/07/2021,Kanyon
I301694,5,1500.4,23/04/2021,Mall of Istanbul
I273635,3,15.69,10/6/2022,Viaport Outlet
I697881,4,162.64,21/12/2021,Kanyon
I301815,5,179.2,7/4/2022,Istinye Park
I862811,2,30.3,26/06/2022,Emaar Square Mall
I256285,5,5250,29/06/2022,Metropol AVM
I180049,3,1800.51,21/06/2022,Kanyon
I212808,1,11.73,6/7/2022,Metrocity
I177895,3,1800.51,15/11/2021,Zorlu Center
I133621,4,20.92,21/01/2023,Emaar Square Mall
I294981,4,162.64,12/8/2022,Metropol AVM
I945614,4,143.36,10/10/2022,Kanyon
I311454,2,600.16,11/9/2022,Mall of Istanbul
I185520,1,1050,16/01/2021,Kanyon
I300276,3,900.24,15/07/2021,Kanyon
I319016,4,60.6,8/6/2021,Mall of Istanbul
I804728,1,300.08,18/03/2021,Metropol AVM
I213591,2,81.32,23/10/2022,Mall of Istanbul
I222520,2,71.68,26/04/2021,Kanyon
I240052,4,4200,13/07/2022,Istinye Park
I114320,4,162.64,9/2/2021,Zorlu Center
I159643,3,107.52,21/01/2023,Mall of Istanbul
I192124,1,300.08,12/2/2023,Mall of Istanbul
I106681,2,600.16,25/04/2022,Kanyon
I214183,3,900.24,13/10/2022,Kanyon
I167085,5,3000.85,12/12/2021,Metrocity
I997895,3,900.24,17/05/2021,Metrocity
I529831,5,5250,12/7/2022,Mall of Istanbul
I105253,1,15.15,4/10/2022,Kanyon
I781030,2,10.46,11/12/2022,Kanyon
I324377,5,1500.4,2/8/2022,Kanyon
I388127,2,600.16,21/12/2021,Mall of Istanbul
I948806,5,203.3,24/01/2023,Mall of Istanbul
I328202,5,3000.85,2/1/2023,Mall of Istanbul
I277776,5,1500.4,20/04/2022,Kanyon
I219830,3,900.24,14/02/2022,Istinye Park
I437978,1,40.66,24/03/2022,Emaar Square Mall
I121216,4,2400.68,6/12/2022,Metrocity
I244301,1,40.66,20/09/2021,Mall of Istanbul
I300657,4,1200.32,4/3/2023,Mall of Istanbul
I292160,4,2400.68,7/1/2023,Metropol AVM
I680634,2,10.46,18/01/2023,Emaar Square Mall
I378766,2,600.16,28/06/2022,Mall of Istanbul
I738240,2,600.16,16/10/2021,Kanyon
I182088,5,75.75,17/06/2021,Mall of Istanbul
I102459,4,1200.32,25/07/2021,Forum Istanbul
I152253,2,600.16,29/01/2023,Metrocity
I454548,2,71.68,18/08/2022,Istinye Park
I120104,1,300.08,23/01/2023,Mall of Istanbul
I266495,3,15.69,5/3/2021,Metrocity
I996562,4,1200.32,10/2/2023,Metrocity
I142330,2,71.68,29/10/2022,Istinye Park
I324278,5,203.3,20/02/2022,Mall of Istanbul
I215073,4,143.36,12/5/2021,Zorlu Center
I348750,3,900.24,3/11/2021,Mall of Istanbul
I305978,4,20.92,27/04/2021,Metrocity
